Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeType,TenureOfEmployee,GradeOfEmployee,LeaveCount_wellnessOfEmployee,yearsOfEmployeement
55,Yes,Research & Development,2,3,Medical,4,1,Married,19859,5,3,5,Permanent,4,D,5,9
36,No,Sales,8,4,Life Sciences,1,1,Single,7587,1,3,10,Temp,17,C,8,3
52,No,Research & Development,19,4,Medical,4,4,Married,4258,0,3,4,Permanent,10,C,13,4
26,No,Research & Development,1,2,Life Sciences,1,4,Divorced,4364,3,3,2,Permanent,19,D,1,7
29,No,Research & Development,27,3,Medical,2,3,Married,4335,4,2,8,Permanent,13,D,3,4
26,Yes,Sales,8,3,Technical Degree,4,1,Single,5326,6,2,4,Permanent,7,A,3,7
34,No,Research & Development,1,4,Life Sciences,2,4,Single,3280,2,3,4,Permanent,14,A,9,2
54,No,Research & Development,19,4,Medical,4,1,Divorced,5485,9,3,5,Temp,23,B,15,13
27,No,Sales,8,1,Marketing,3,4,Married,4342,0,3,4,Permanent,12,C,13,7
37,No,Research & Development,10,1,Life Sciences,4,1,Divorced,2782,0,2,5,Permanent,2,B,15,10
38,No,Research & Development,2,4,Life Sciences,1,1,Single,5980,6,3,15,Permanent,10,A,12,10
34,No,Research & Development,2,4,Medical,3,1,Single,4381,1,3,6,Permanent,8,D,30,2
35,No,Sales,8,4,Life Sciences,1,4,Married,2572,1,2,3,Permanent,3,D,13,5
30,No,Research & Development,1,3,Life Sciences,4,3,Married,3833,3,3,2,Permanent,12,B,7,3
40,No,Research & Development,2,2,Medical,3,2,Married,4244,1,3,8,Permanent,14,B,14,5
34,No,Sales,8,2,Life Sciences,3,1,Married,6500,5,3,3,Permanent,5,B,27,13
42,No,Research & Development,8,3,Life Sciences,2,4,Divorced,18430,1,2,24,Permanent,25,A,8,9
23,Yes,Research & Development,6,3,Life Sciences,3,1,Married,1601,1,3,0,Temp,11,B,25,8
24,No,Research & Development,9,3,Life Sciences,3,2,Divorced,2694,1,3,1,Permanent,11,D,2,10
52,No,Research & Development,11,4,Life Sciences,4,3,Married,3149,8,3,5,Temp,10,A,20,13
50,No,Research & Development,2,3,Medical,3,3,Married,17639,5,3,4,Permanent,5,A,2,9
29,Yes,Research & Development,1,2,Life Sciences,2,1,Married,2319,1,3,1,Permanent,3,A,18,5
33,No,Research & Development,7,3,Medical,3,3,Married,11691,0,4,13,Temp,19,B,12,2
33,Yes,Sales,16,3,Marketing,1,1,Single,5324,5,3,3,Permanent,21,D,29,7
47,No,Research & Development,2,2,Other,3,4,Married,16752,1,2,26,Permanent,24,A,13,4
36,No,Research & Development,1,3,Other,3,2,Married,5228,0,3,9,Permanent,22,D,25,5
29,No,Research & Development,23,2,Life Sciences,3,3,Married,2700,1,3,10,Temp,21,B,23,9
58,Yes,Research & Development,2,4,Life Sciences,4,2,Single,19246,7,3,31,Permanent,16,B,16,14
35,No,Research & Development,1,4,Life Sciences,4,3,Single,2506,3,3,2,Permanent,17,C,27,6
42,No,Research & Development,1,2,Life Sciences,4,4,Married,6062,9,3,4,Permanent,16,A,7,12
28,Yes,Research & Development,2,4,Medical,3,3,Single,4382,6,2,2,Permanent,9,A,3,15
36,No,Human Resources,13,3,Human Resources,3,2,Married,2143,4,3,5,Permanent,6,D,28,9
32,No,Research & Development,4,3,Life Sciences,3,3,Married,6162,1,3,14,Temp,19,A,27,4
40,No,Research & Development,16,4,Medical,1,3,Single,5094,6,3,1,Temp,9,B,15,7
30,No,Research & Development,2,3,Medical,3,4,Single,6877,5,2,0,Permanent,25,D,17,6
45,No,Research & Development,2,3,Life Sciences,2,3,Single,2274,1,3,1,Permanent,11,A,1,5
42,No,Research & Development,29,3,Life Sciences,2,2,Married,4434,1,2,9,Permanent,16,A,17,8
38,No,Research & Development,12,3,Life Sciences,1,1,Divorced,6288,2,2,4,Permanent,18,D,29,8
34,No,Research & Development,16,4,Life Sciences,3,4,Single,2553,1,3,5,Permanent,19,C,27,11
49,Yes,Sales,11,3,Marketing,3,4,Married,7654,1,4,9,Temp,16,D,20,3
55,Yes,Sales,2,1,Medical,3,4,Single,5160,4,2,9,Temp,25,B,29,14
43,No,Research & Development,14,2,Life Sciences,2,1,Married,17159,6,3,4,Permanent,12,B,2,13
27,No,Research & Development,5,1,Technical Degree,3,4,Divorced,12808,1,3,9,Permanent,23,B,2,9
35,No,Research & Development,7,3,Other,3,3,Single,10221,3,4,8,Permanent,6,B,29,9
28,No,Sales,2,4,Marketing,2,2,Married,4779,1,3,8,Permanent,13,D,21,4
34,No,Human Resources,3,2,Human Resources,3,4,Married,3737,0,1,3,Permanent,11,B,22,10
26,Yes,Research & Development,5,2,Medical,3,3,Married,2366,1,3,8,Permanent,9,D,19,2
27,No,Research & Development,3,3,Medical,4,4,Married,1706,1,2,0,Temp,20,B,14,2
51,No,Sales,26,4,Marketing,1,3,Married,16307,2,2,20,Permanent,6,C,20,8
44,No,Research & Development,4,3,Medical,4,2,Single,5933,9,2,5,Permanent,17,C,15,18
25,No,Research & Development,2,1,Medical,1,1,Single,3424,7,2,4,Permanent,6,B,8,13
33,No,Sales,1,3,Medical,1,1,Divorced,4037,1,3,9,Permanent,6,A,21,11
35,No,Research & Development,27,1,Medical,3,1,Single,2559,1,2,6,Permanent,6,A,8,8
36,No,Sales,1,2,Life Sciences,2,4,Married,6201,1,2,18,Permanent,23,C,4,5
32,No,Sales,13,4,Life Sciences,2,4,Divorced,4403,2,2,5,Temp,20,A,14,12
30,No,Research & Development,5,4,Life Sciences,2,4,Divorced,3761,9,2,5,Permanent,10,B,29,15
53,No,Sales,7,2,Marketing,1,4,Married,10934,7,3,5,Permanent,13,B,21,7
45,No,Sales,9,3,Marketing,4,1,Divorced,10761,4,3,5,Permanent,16,A,17,11
32,No,Research & Development,8,2,Medical,3,3,Married,5175,5,2,5,Temp,2,C,14,7
52,No,Research & Development,25,4,Medical,3,4,Married,13826,3,3,9,Temp,10,B,0,4
37,No,Sales,16,4,Marketing,4,3,Divorced,6334,4,3,1,Permanent,15,D,25,8
28,No,Human Resources,8,2,Medical,2,4,Divorced,4936,1,3,5,Permanent,8,A,2,4
22,No,Research & Development,1,2,Life Sciences,4,4,Married,4775,6,1,2,Permanent,12,A,9,7
44,No,Research & Development,8,4,Life Sciences,1,4,Married,2818,2,2,3,Permanent,12,A,27,12
42,No,Research & Development,2,1,Medical,2,4,Single,2515,5,3,2,Temp,25,A,5,10
36,No,Human Resources,8,3,Life Sciences,1,1,Married,2342,0,3,5,Permanent,22,A,26,7
25,No,Sales,3,1,Other,3,1,Married,4194,1,3,5,Temp,5,A,13,4
35,No,Research & Development,9,3,Life Sciences,4,3,Married,10685,1,3,17,Temp,12,B,20,7
35,Yes,Research & Development,25,4,Life Sciences,4,2,Divorced,2022,1,2,10,Temp,15,C,10,7
32,No,Research & Development,1,3,Life Sciences,4,4,Divorced,2314,0,3,3,Temp,14,D,7,10
25,No,Sales,4,1,Marketing,3,1,Married,4256,1,4,5,Temp,22,B,20,3
49,No,Research & Development,1,3,Technical Degree,3,1,Married,3580,2,3,4,Permanent,22,A,8,3
24,No,Research & Development,4,1,Life Sciences,1,4,Married,3162,0,2,5,Permanent,23,D,4,4
32,No,Sales,5,2,Life Sciences,2,2,Married,6524,1,3,10,Temp,15,A,19,1
38,No,Sales,9,3,Marketing,2,2,Married,2899,0,3,2,Temp,9,A,4,0
42,No,Research & Development,3,3,Life Sciences,3,4,Married,5231,2,2,5,Permanent,23,B,17,12
31,No,Research & Development,11,4,Life Sciences,4,4,Married,2356,3,3,6,Temp,17,B,3,13
29,Yes,Sales,1,3,Medical,2,3,Divorced,2800,6,3,3,Temp,13,A,1,9
53,No,Sales,8,3,Marketing,1,4,Married,11836,5,3,2,Permanent,7,A,0,13
35,No,Research & Development,25,3,Technical Degree,4,2,Married,10903,3,3,13,Permanent,5,A,20,8
37,No,Sales,21,2,Medical,3,4,Married,2973,5,3,5,Temp,20,B,1,14
53,No,Research & Development,23,4,Life Sciences,4,4,Single,14275,6,3,12,Permanent,13,C,20,9
43,No,Research & Development,1,3,Life Sciences,4,4,Married,5562,4,2,5,Permanent,14,B,30,14
47,No,Sales,2,2,Marketing,3,4,Married,4537,0,3,7,Temp,25,A,23,7
37,No,Sales,19,2,Medical,1,2,Single,7642,1,3,10,Temp,2,A,12,2
50,No,Research & Development,2,4,Life Sciences,1,1,Divorced,17924,1,3,31,Temp,9,A,9,2
39,No,Human Resources,2,3,Life Sciences,4,4,Married,5204,8,3,5,Permanent,21,A,23,17
33,No,Human Resources,3,2,Human Resources,4,2,Divorced,2277,3,4,4,Temp,9,A,21,4
32,Yes,Research & Development,25,4,Life Sciences,1,4,Single,2795,1,1,1,Temp,4,D,4,6
29,No,Research & Development,7,1,Medical,1,4,Divorced,2532,6,3,4,Temp,22,A,30,6
44,No,Research & Development,9,2,Life Sciences,2,1,Married,2559,1,3,8,Temp,11,B,0,3
28,No,Sales,5,4,Medical,1,4,Single,4908,1,3,4,Permanent,20,A,15,8
58,Yes,Research & Development,2,1,Life Sciences,4,4,Divorced,2380,9,2,1,Temp,8,D,17,17
43,No,Research & Development,8,3,Life Sciences,1,2,Divorced,4765,4,4,1,Temp,11,B,12,10
20,Yes,Sales,2,3,Medical,3,3,Single,2044,1,2,2,Permanent,22,C,1,9
21,Yes,Research & Development,18,1,Other,4,4,Single,2693,1,2,1,Permanent,18,D,29,1
36,No,Research & Development,14,1,Life Sciences,3,4,Married,6586,0,2,16,Permanent,9,A,9,8
47,No,Sales,2,4,Life Sciences,4,4,Single,3294,1,2,3,Permanent,8,C,11,3
22,Yes,Research & Development,3,1,Life Sciences,2,3,Married,4171,0,4,3,Permanent,16,B,24,10
41,Yes,Research & Development,2,4,Life Sciences,2,4,Divorced,2778,4,2,7,Permanent,22,D,16,8
28,No,Research & Development,9,3,Medical,3,3,Divorced,2377,5,3,2,Temp,9,B,30,6
39,Yes,Research & Development,6,3,Medical,4,1,Married,2404,7,1,2,Temp,13,C,23,9
27,No,Research & Development,4,3,Life Sciences,2,3,Single,2318,1,3,1,Permanent,20,B,1,6
34,No,Research & Development,10,3,Life Sciences,2,2,Divorced,2008,1,3,1,Permanent,22,B,13,9
42,No,Sales,14,2,Medical,3,3,Single,6244,7,3,5,Permanent,17,C,26,17
33,No,Research & Development,1,4,Other,3,1,Single,2799,3,3,3,Temp,14,D,13,5
58,No,Research & Development,5,3,Technical Degree,3,2,Divorced,10552,2,3,6,Permanent,24,C,1,3
31,No,Sales,7,4,Life Sciences,2,3,Married,2329,3,4,7,Permanent,7,A,19,5
35,No,Research & Development,21,1,Life Sciences,4,4,Married,4014,1,1,10,Permanent,16,D,26,3
49,No,Research & Development,8,2,Other,1,2,Married,7403,4,2,26,Temp,11,A,14,7
48,No,Research & Development,20,4,Medical,4,3,Married,2259,4,2,0,Permanent,12,B,4,11
31,No,Sales,20,2,Marketing,4,3,Married,6932,1,2,9,Permanent,4,A,14,3
36,No,Research & Development,7,4,Other,2,4,Single,4678,2,3,6,Temp,24,B,3,12
38,No,Research & Development,1,3,Technical Degree,4,1,Married,13582,1,3,15,Permanent,12,C,13,9
32,No,Research & Development,1,3,Life Sciences,3,2,Married,2332,6,3,3,Temp,16,A,3,8
25,Yes,Sales,19,2,Marketing,3,2,Married,2413,1,3,1,Temp,22,C,23,4
40,No,Sales,10,4,Marketing,1,2,Divorced,9705,2,2,1,Permanent,14,D,24,7
26,No,Sales,1,3,Medical,3,1,Single,4294,1,3,7,Permanent,12,C,24,7
41,No,Research & Development,6,3,Medical,4,1,Single,4721,2,3,18,Permanent,11,C,22,6
36,No,Research & Development,2,4,Medical,3,3,Single,2519,4,3,11,Temp,11,C,27,11
19,Yes,Sales,21,3,Other,4,2,Single,2121,1,4,1,Permanent,9,D,27,11
20,Yes,Research & Development,4,3,Technical Degree,1,1,Single,2973,1,3,1,Permanent,18,B,20,3
31,No,Research & Development,12,3,Medical,4,4,Married,5855,0,1,9,Permanent,3,A,20,9
40,No,Research & Development,9,4,Medical,4,2,Divorced,3617,8,3,1,Permanent,14,C,23,8
32,No,Research & Development,3,4,Medical,3,1,Married,6725,1,4,8,Permanent,25,D,28,2
36,Yes,Sales,3,1,Life Sciences,3,4,Married,10325,1,3,16,Permanent,24,B,14,2
33,No,Research & Development,1,3,Life Sciences,2,4,Single,6949,0,3,5,Temp,15,C,4,1
37,Yes,Sales,1,4,Life Sciences,1,3,Married,10609,5,1,14,Permanent,2,B,19,10
45,No,Research & Development,4,2,Life Sciences,3,2,Married,4447,1,2,9,Temp,3,B,29,4
29,No,Sales,20,3,Technical Degree,3,4,Married,2157,1,3,3,Permanent,9,B,16,10
35,No,Sales,18,3,Medical,3,3,Married,4601,1,3,5,Permanent,24,B,10,5
52,No,Research & Development,1,2,Life Sciences,4,4,Married,17099,2,2,9,Permanent,17,A,14,6
58,Yes,Research & Development,2,3,Technical Degree,4,3,Single,2479,4,3,1,Temp,9,C,3,4
53,No,Sales,2,2,Medical,3,3,Divorced,14852,6,4,17,Permanent,7,B,1,15
30,No,Sales,8,2,Other,3,3,Divorced,7264,5,4,8,Temp,24,A,1,8
38,No,Sales,10,3,Technical Degree,3,4,Single,5666,1,3,5,Temp,4,D,29,11
35,No,Sales,3,4,Life Sciences,4,4,Divorced,7823,6,3,10,Permanent,7,A,15,10
39,No,Sales,2,5,Life Sciences,1,3,Single,7880,0,3,8,Permanent,25,C,1,4
40,Yes,Sales,24,3,Life Sciences,2,2,Single,13194,4,2,1,Permanent,25,D,1,10
47,No,Research & Development,16,4,Medical,3,3,Divorced,5067,1,4,19,Permanent,22,C,26,3
36,No,Sales,8,4,Technical Degree,1,4,Divorced,5079,4,3,7,Permanent,8,A,29,4
31,Yes,Research & Development,9,2,Medical,3,1,Single,2321,0,3,3,Temp,24,B,18,1
33,No,Sales,17,3,Life Sciences,4,3,Single,17444,1,3,10,Temp,16,D,14,9
29,Yes,Research & Development,10,3,Life Sciences,4,1,Single,2404,6,3,0,Permanent,20,C,13,14
33,No,Research & Development,13,1,Life Sciences,2,4,Single,3452,3,3,3,Permanent,20,A,4,6
45,No,Research & Development,1,4,Medical,4,4,Divorced,2270,3,3,5,Permanent,5,B,1,5
50,No,Research & Development,1,2,Medical,4,4,Divorced,17399,9,2,5,Temp,10,A,19,9
33,No,Research & Development,1,4,Other,3,2,Married,5488,1,3,6,Permanent,24,D,9,1
41,No,Research & Development,9,3,Medical,1,3,Divorced,19419,2,4,18,Temp,19,A,26,7
27,No,Research & Development,16,4,Technical Degree,3,2,Married,2811,9,3,2,Temp,4,D,3,17
45,No,Research & Development,23,2,Life Sciences,4,1,Married,3633,1,3,9,Permanent,16,D,14,3
47,No,Sales,4,2,Life Sciences,4,4,Single,4163,1,3,9,Temp,23,A,16,7
30,Yes,Research & Development,22,3,Life Sciences,1,3,Married,2132,4,3,5,Temp,8,A,10,5
50,No,Research & Development,24,3,Life Sciences,4,3,Married,13973,3,3,12,Permanent,7,C,2,4
38,No,Research & Development,10,1,Medical,3,3,Married,2684,0,2,2,Permanent,22,C,3,1
46,No,Research & Development,7,2,Medical,4,3,Divorced,10845,6,3,8,Permanent,21,C,28,9
24,No,Research & Development,17,1,Medical,4,3,Divorced,4377,1,3,4,Temp,2,D,21,6
35,Yes,Research & Development,14,4,Other,3,2,Divorced,3743,1,1,4,Permanent,9,D,7,5
31,No,Research & Development,1,1,Life Sciences,3,1,Married,4148,1,3,4,Temp,23,A,16,5
18,No,Research & Development,5,2,Life Sciences,2,4,Single,1051,1,3,0,Permanent,9,C,18,2
54,No,Research & Development,17,3,Technical Degree,3,3,Married,10739,8,3,10,Temp,24,C,24,8
35,No,Research & Development,25,4,Medical,3,3,Divorced,10388,1,2,16,Permanent,5,A,13,5
30,No,Research & Development,8,2,Life Sciences,2,1,Married,11416,0,2,8,Permanent,16,D,4,8
20,Yes,Research & Development,11,3,Medical,4,1,Single,2600,1,3,1,Permanent,24,C,27,6
30,Yes,Research & Development,5,3,Medical,2,2,Single,2422,0,3,3,Permanent,15,A,19,3
26,No,Research & Development,2,2,Medical,4,4,Married,5472,1,3,8,Temp,25,C,1,10
22,No,Research & Development,8,1,Life Sciences,2,1,Married,2451,1,2,4,Permanent,8,D,7,1
48,No,Research & Development,6,3,Life Sciences,1,3,Single,4240,2,3,2,Permanent,3,B,4,11
48,No,Research & Development,4,4,Life Sciences,3,3,Single,10999,7,3,15,Permanent,13,C,10,16
41,No,Research & Development,7,2,Medical,4,3,Single,5003,6,3,2,Permanent,16,D,30,12
39,No,Research & Development,1,1,Life Sciences,4,4,Married,12742,1,3,21,Temp,18,A,27,5
27,No,Research & Development,2,4,Life Sciences,1,4,Married,4227,0,3,3,Permanent,19,D,30,2
35,No,Research & Development,10,3,Other,2,4,Divorced,3917,1,2,3,Permanent,24,D,19,8
42,No,Sales,5,2,Marketing,4,3,Married,18303,6,4,1,Permanent,14,D,26,15
50,No,Research & Development,9,3,Life Sciences,1,4,Married,2380,4,3,1,Permanent,15,A,27,4
59,No,Research & Development,2,3,Life Sciences,3,4,Single,13726,3,3,5,Permanent,13,C,17,10
37,Yes,Research & Development,11,2,Medical,1,2,Married,4777,5,1,1,Permanent,20,B,2,9
55,No,Research & Development,18,4,Medical,3,2,Married,6385,3,3,8,Permanent,5,B,16,6
41,No,Research & Development,7,1,Life Sciences,2,3,Divorced,19973,1,3,21,Permanent,15,D,5,1
38,No,Sales,3,4,Life Sciences,2,4,Single,6861,8,3,1,Permanent,15,A,3,11
26,Yes,Sales,29,2,Medical,2,1,Single,4969,8,3,2,Permanent,9,B,15,13
52,Yes,Sales,2,1,Marketing,1,4,Married,19845,1,3,32,Permanent,9,C,24,4
44,No,Sales,28,3,Medical,4,4,Married,13320,3,3,12,Permanent,15,A,3,13
50,No,Sales,1,3,Life Sciences,4,3,Married,6347,0,3,18,Temp,7,D,0,8
36,Yes,Research & Development,16,4,Life Sciences,3,1,Single,2743,1,3,17,Permanent,16,C,7,10
39,No,Research & Development,22,3,Medical,4,1,Single,10880,1,3,21,Temp,4,C,23,1
33,No,Sales,8,1,Life Sciences,2,4,Single,2342,0,2,2,Permanent,17,B,16,6
45,No,Sales,11,2,Life Sciences,4,4,Married,17650,3,4,9,Permanent,17,A,14,8
32,No,Research & Development,29,4,Medical,4,3,Single,4025,9,3,8,Permanent,20,C,24,9
34,No,Sales,1,4,Marketing,2,4,Divorced,9725,0,2,15,Permanent,25,B,26,2
59,No,Sales,1,2,Technical Degree,2,4,Married,11904,3,1,6,Permanent,18,D,13,7
45,No,Human Resources,24,4,Medical,2,2,Single,2177,1,3,6,Permanent,14,D,13,9
53,No,Sales,2,3,Marketing,3,2,Married,7525,2,3,15,Permanent,20,D,22,9
36,Yes,Research & Development,15,3,Other,1,3,Divorced,4834,7,2,1,Permanent,13,A,14,8
26,Yes,Research & Development,2,3,Life Sciences,1,1,Married,2042,6,3,3,Permanent,20,D,23,11
34,No,Sales,10,4,Life Sciences,3,3,Married,2220,1,3,1,Permanent,6,B,12,9
28,No,Sales,10,1,Medical,4,2,Married,1052,1,3,1,Temp,4,C,8,2
38,No,Research & Development,3,4,Other,3,3,Married,2821,3,3,2,Permanent,17,B,12,9
50,No,Research & Development,2,4,Medical,2,3,Married,19237,2,2,8,Permanent,17,A,10,7
37,No,Research & Development,3,3,Other,4,2,Single,4107,3,2,4,Permanent,17,C,11,7
40,No,Sales,26,3,Marketing,3,1,Married,8396,1,2,7,Permanent,9,A,29,7
26,No,Research & Development,1,1,Medical,1,3,Divorced,2007,1,3,5,Permanent,25,C,27,9
46,No,Research & Development,1,4,Medical,4,4,Divorced,19627,9,3,2,Temp,12,D,19,11
54,No,Sales,2,4,Life Sciences,3,3,Married,10686,6,3,9,Permanent,2,D,1,16
56,No,Research & Development,9,3,Medical,1,3,Married,2942,2,3,5,Permanent,24,D,28,9
36,No,Research & Development,12,5,Medical,4,4,Single,8858,0,2,14,Permanent,19,A,21,1
55,No,Research & Development,2,1,Medical,3,1,Single,16756,7,4,9,Permanent,18,A,23,16
43,No,Sales,25,3,Medical,3,4,Divorced,10798,5,3,1,Temp,14,C,10,8
20,Yes,Sales,9,3,Marketing,4,4,Single,2323,1,3,2,Permanent,8,B,27,3
21,Yes,Research & Development,10,3,Life Sciences,3,1,Single,1416,1,2,1,Permanent,24,C,23,11
46,No,Research & Development,8,4,Life Sciences,4,1,Divorced,4615,8,3,16,Permanent,14,B,15,13
51,Yes,Research & Development,4,4,Life Sciences,1,3,Married,2461,9,4,10,Permanent,8,D,25,19
28,Yes,Research & Development,24,2,Technical Degree,2,1,Single,8722,1,2,10,Permanent,4,B,27,11
26,No,Research & Development,1,2,Medical,1,1,Married,3955,1,3,5,Permanent,16,B,4,9
30,No,Research & Development,20,3,Other,3,1,Married,9957,0,2,6,Permanent,14,D,14,0
41,No,Research & Development,7,2,Technical Degree,2,3,Married,3376,1,3,10,Temp,23,A,10,11
38,No,Research & Development,17,1,Life Sciences,3,3,Married,8823,0,2,19,Temp,14,D,9,7
40,No,Research & Development,20,4,Technical Degree,1,4,Married,10322,4,3,11,Permanent,4,B,27,9
27,No,Research & Development,8,5,Life Sciences,1,3,Married,4621,1,3,3,Permanent,23,A,3,11
55,No,Research & Development,2,1,Life Sciences,4,2,Married,10976,3,3,3,Temp,12,B,12,5
28,No,Research & Development,10,3,Other,3,3,Single,3660,3,4,8,Permanent,24,C,2,13
44,Yes,Human Resources,1,2,Medical,2,1,Married,10482,9,3,20,Temp,22,A,12,9
33,No,Research & Development,5,3,Life Sciences,4,4,Divorced,7119,4,3,3,Permanent,11,B,1,13
35,Yes,Sales,4,3,Technical Degree,4,1,Single,9582,0,3,8,Permanent,11,A,6,3
33,Yes,Research & Development,29,4,Medical,1,3,Single,4508,1,3,13,Temp,18,A,12,9
28,No,Research & Development,15,2,Life Sciences,1,3,Divorced,2207,1,2,4,Permanent,4,B,16,5
34,No,Research & Development,3,1,Life Sciences,1,4,Single,7756,0,2,6,Permanent,24,C,3,7
37,No,Sales,10,4,Life Sciences,4,4,Divorced,6694,2,3,1,Permanent,22,D,25,5
25,Yes,Research & Development,4,1,Technical Degree,4,4,Married,3691,1,4,7,Permanent,11,A,29,1
26,Yes,Research & Development,21,3,Medical,1,3,Divorced,2377,1,2,1,Permanent,4,C,9,10
33,Yes,Research & Development,25,3,Medical,1,2,Single,2313,4,3,2,Temp,14,C,7,12
42,No,Research & Development,2,2,Medical,4,1,Married,17665,0,3,22,Permanent,21,C,1,6
28,Yes,Research & Development,1,3,Medical,1,2,Divorced,2596,1,3,1,Temp,21,C,21,2
50,Yes,Sales,1,4,Other,4,3,Single,4728,3,3,0,Temp,7,B,0,9
33,No,Sales,7,3,Life Sciences,4,2,Married,4302,0,3,3,Permanent,12,A,5,10
34,No,Research & Development,3,4,Life Sciences,3,4,Married,2979,3,3,0,Permanent,7,A,11,5
48,No,Research & Development,1,4,Medical,1,4,Single,16885,2,2,5,Permanent,2,B,15,10
45,No,Sales,9,4,Life Sciences,2,3,Married,5593,1,3,15,Permanent,23,A,14,11
52,No,Research & Development,7,4,Life Sciences,2,2,Single,10445,7,3,8,Temp,18,A,24,14
38,No,Sales,10,4,Marketing,3,3,Divorced,8740,0,3,8,Permanent,6,D,9,5
29,No,Research & Development,28,4,Life Sciences,3,4,Divorced,2514,4,3,7,Permanent,25,A,28,14
28,No,Research & Development,3,3,Medical,4,2,Divorced,7655,0,2,9,Temp,12,B,7,5
46,No,Sales,3,1,Marketing,1,3,Married,17465,3,3,12,Permanent,8,B,24,8
38,No,Sales,2,2,Marketing,4,2,Single,7351,7,3,1,Temp,25,D,3,11
43,No,Research & Development,27,3,Life Sciences,3,1,Married,10820,8,3,8,Temp,6,A,5,15
39,Yes,Research & Development,2,3,Life Sciences,1,4,Divorced,12169,7,3,18,Permanent,16,D,11,15
40,No,Research & Development,14,3,Medical,3,3,Single,19626,1,4,20,Permanent,7,B,8,7
21,No,Research & Development,1,1,Technical Degree,4,2,Single,2070,1,4,2,Permanent,12,C,15,8
39,No,Research & Development,9,3,Life Sciences,3,2,Single,6782,9,2,5,Permanent,4,C,3,14
36,No,Research & Development,18,4,Life Sciences,1,4,Single,7779,2,3,11,Temp,15,C,20,7
31,No,Sales,20,3,Life Sciences,3,4,Married,2791,0,3,2,Permanent,24,C,5,8
28,No,Research & Development,2,1,Life Sciences,1,2,Married,3201,0,1,5,Permanent,21,B,19,10
35,No,Sales,11,2,Marketing,4,4,Divorced,4968,1,3,5,Permanent,18,B,29,2
49,No,Sales,8,4,Technical Degree,4,2,Married,13120,6,3,9,Permanent,25,B,9,6
34,No,Research & Development,2,2,Life Sciences,4,3,Single,4033,2,2,3,Temp,15,D,7,12
29,No,Research & Development,10,3,Life Sciences,4,2,Divorced,3291,0,2,7,Permanent,8,B,5,10
42,No,Research & Development,29,3,Medical,2,4,Single,4272,4,3,1,Temp,21,A,6,5
29,No,Research & Development,8,1,Medical,2,4,Married,5056,1,2,10,Temp,8,A,14,11
38,No,Human Resources,1,3,Human Resources,3,3,Married,2844,1,4,7,Temp,9,D,22,7
28,No,Research & Development,6,3,Life Sciences,3,3,Divorced,2703,1,3,3,Permanent,20,C,7,11
18,Yes,Research & Development,8,1,Medical,3,3,Single,1904,1,3,0,Permanent,4,D,17,5
33,Yes,Sales,9,4,Marketing,1,1,Single,8224,0,3,5,Permanent,21,D,22,8
41,No,Research & Development,12,4,Life Sciences,2,4,Married,4766,3,3,1,Temp,7,B,18,5
31,Yes,Research & Development,15,3,Medical,3,3,Married,2610,1,2,2,Permanent,8,A,1,4
37,No,Research & Development,25,2,Medical,3,4,Divorced,5731,7,3,6,Temp,20,D,1,11
27,No,Research & Development,6,3,Life Sciences,4,3,Married,2539,1,3,4,Permanent,12,D,16,9
34,No,Sales,9,1,Life Sciences,2,3,Married,5714,1,2,6,Permanent,6,A,29,8
35,No,Human Resources,8,4,Technical Degree,3,3,Single,4323,1,1,5,Permanent,6,C,15,11
29,Yes,Sales,23,1,Life Sciences,4,1,Married,7336,1,1,11,Permanent,10,C,21,8
40,No,Research & Development,9,4,Medical,2,3,Single,13499,9,2,18,Temp,20,D,3,15
42,Yes,Sales,12,3,Life Sciences,3,1,Single,13758,0,2,21,Permanent,13,A,18,1
42,No,Sales,4,4,Marketing,2,1,Single,5155,7,4,6,Permanent,7,C,21,15
35,No,Research & Development,1,4,Medical,4,3,Married,2258,6,3,8,Permanent,24,D,22,7
24,No,Research & Development,24,3,Medical,4,2,Single,3597,8,3,4,Permanent,8,B,3,11
28,Yes,Research & Development,12,1,Life Sciences,3,4,Married,2515,1,2,1,Permanent,20,A,29,10
26,No,Research & Development,3,4,Medical,1,4,Married,4420,1,3,8,Permanent,22,D,24,3
30,No,Sales,10,3,Marketing,3,3,Married,6578,1,3,10,Permanent,8,D,22,2
40,No,Research & Development,26,2,Medical,3,4,Married,4422,3,1,1,Permanent,17,B,7,7
35,No,Research & Development,2,3,Life Sciences,3,2,Divorced,10274,2,4,7,Permanent,19,C,3,6
34,No,Research & Development,1,3,Medical,4,1,Single,5343,0,3,13,Permanent,8,D,15,8
35,No,Research & Development,4,4,Other,4,4,Married,2376,1,4,2,Temp,25,B,27,8
43,Yes,Sales,9,3,Marketing,1,3,Single,5346,8,2,4,Temp,4,D,23,17
32,No,Sales,2,1,Life Sciences,3,1,Divorced,2827,1,3,1,Permanent,23,C,2,2
56,No,Research & Development,4,4,Technical Degree,4,1,Divorced,19943,4,3,5,Permanent,13,C,5,7
29,No,Research & Development,6,1,Medical,2,4,Married,3131,1,3,10,Temp,10,C,27,11
